31	31
31	29
29	31
29	29
31	25
31	27
29	25
29	27
25	31
25	29
27	31
27	29
25	25
25	27
27	25
27	27
31	17
31	19
29	17
29	19
31	23
31	21
29	23
29	21
25	17
25	19
27	17
27	19
25	23
25	21
27	23
27	21
17	31
17	29
19	31
19	29
17	25
17	27
19	25
19	27
23	31
23	29
21	31
21	29
23	25
23	27
21	25
21	27
17	17
17	19
19	17
19	19
17	23
17	21
19	23
19	21
23	17
23	19
21	17
21	19
23	23
23	21
21	23
21	21
31	1
31	3
29	1
29	3
31	7
31	5
29	7
29	5
25	1
25	3
27	1
27	3
25	7
25	5
27	7
27	5
31	15
31	13
29	15
29	13
31	9
31	11
29	9
29	11
25	15
25	13
27	15
27	13
25	9
25	11
27	9
27	11
17	1
17	3
19	1
19	3
17	7
17	5
19	7
19	5
23	1
23	3
21	1
21	3
23	7
23	5
21	7
21	5
17	15
17	13
19	15
19	13
17	9
17	11
19	9
19	11
23	15
23	13
21	15
21	13
23	9
23	11
21	9
21	11
1	31
1	29
3	31
3	29
1	25
1	27
3	25
3	27
7	31
7	29
5	31
5	29
7	25
7	27
5	25
5	27
1	17
1	19
3	17
3	19
1	23
1	21
3	23
3	21
7	17
7	19
5	17
5	19
7	23
7	21
5	23
5	21
15	31
15	29
13	31
13	29
15	25
15	27
13	25
13	27
9	31
9	29
11	31
11	29
9	25
9	27
11	25
11	27
15	17
15	19
13	17
13	19
15	23
15	21
13	23
13	21
9	17
9	19
11	17
11	19
9	23
9	21
11	23
11	21
1	1
1	3
3	1
3	3
1	7
1	5
3	7
3	5
7	1
7	3
5	1
5	3
7	7
7	5
5	7
5	5
1	15
1	13
3	15
3	13
1	9
1	11
3	9
3	11
7	15
7	13
5	15
5	13
7	9
7	11
5	9
5	11
15	1
15	3
13	1
13	3
15	7
15	5
13	7
13	5
9	1
9	3
11	1
11	3
9	7
9	5
11	7
11	5
15	15
15	13
13	15
13	13
15	9
15	11
13	9
13	11
9	15
9	13
11	15
11	13
9	9
9	11
11	9
11	11
31	-31
31	-29
29	-31
29	-29
31	-25
31	-27
29	-25
29	-27
25	-31
25	-29
27	-31
27	-29
25	-25
25	-27
27	-25
27	-27
31	-17
31	-19
29	-17
29	-19
31	-23
31	-21
29	-23
29	-21
25	-17
25	-19
27	-17
27	-19
25	-23
25	-21
27	-23
27	-21
17	-31
17	-29
19	-31
19	-29
17	-25
17	-27
19	-25
19	-27
23	-31
23	-29
21	-31
21	-29
23	-25
23	-27
21	-25
21	-27
17	-17
17	-19
19	-17
19	-19
17	-23
17	-21
19	-23
19	-21
23	-17
23	-19
21	-17
21	-19
23	-23
23	-21
21	-23
21	-21
31	-1
31	-3
29	-1
29	-3
31	-7
31	-5
29	-7
29	-5
25	-1
25	-3
27	-1
27	-3
25	-7
25	-5
27	-7
27	-5
31	-15
31	-13
29	-15
29	-13
31	-9
31	-11
29	-9
29	-11
25	-15
25	-13
27	-15
27	-13
25	-9
25	-11
27	-9
27	-11
17	-1
17	-3
19	-1
19	-3
17	-7
17	-5
19	-7
19	-5
23	-1
23	-3
21	-1
21	-3
23	-7
23	-5
21	-7
21	-5
17	-15
17	-13
19	-15
19	-13
17	-9
17	-11
19	-9
19	-11
23	-15
23	-13
21	-15
21	-13
23	-9
23	-11
21	-9
21	-11
1	-31
1	-29
3	-31
3	-29
1	-25
1	-27
3	-25
3	-27
7	-31
7	-29
5	-31
5	-29
7	-25
7	-27
5	-25
5	-27
1	-17
1	-19
3	-17
3	-19
1	-23
1	-21
3	-23
3	-21
7	-17
7	-19
5	-17
5	-19
7	-23
7	-21
5	-23
5	-21
15	-31
15	-29
13	-31
13	-29
15	-25
15	-27
13	-25
13	-27
9	-31
9	-29
11	-31
11	-29
9	-25
9	-27
11	-25
11	-27
15	-17
15	-19
13	-17
13	-19
15	-23
15	-21
13	-23
13	-21
9	-17
9	-19
11	-17
11	-19
9	-23
9	-21
11	-23
11	-21
1	-1
1	-3
3	-1
3	-3
1	-7
1	-5
3	-7
3	-5
7	-1
7	-3
5	-1
5	-3
7	-7
7	-5
5	-7
5	-5
1	-15
1	-13
3	-15
3	-13
1	-9
1	-11
3	-9
3	-11
7	-15
7	-13
5	-15
5	-13
7	-9
7	-11
5	-9
5	-11
15	-1
15	-3
13	-1
13	-3
15	-7
15	-5
13	-7
13	-5
9	-1
9	-3
11	-1
11	-3
9	-7
9	-5
11	-7
11	-5
15	-15
15	-13
13	-15
13	-13
15	-9
15	-11
13	-9
13	-11
9	-15
9	-13
11	-15
11	-13
9	-9
9	-11
11	-9
11	-11
-31	31
-31	29
-29	31
-29	29
-31	25
-31	27
-29	25
-29	27
-25	31
-25	29
-27	31
-27	29
-25	25
